1.935734034641775347e-01,7.273756764300850497e-01,9.750089796803997615e+02,2.332549139963956804e+03
1.907881653342219097e-01,7.268858758736674863e-01,2.962238561907312942e+03,1.865691411616117875e+03
1.932988914475589903e-01,7.263899322796046887e-01,1.170518190987227854e+03,1.391155410497839739e+03
1.917457167298608767e-01,7.269776599677069129e-01,2.278896130253225238e+03,1.952625636319110981e+03
1.927431436925557962e-01,7.262514581041428219e-01,1.567265267457698656e+03,1.258874022033640586e+03
1.909258217103809163e-01,7.266431155225079319e-01,2.864305564170406797e+03,1.633743205139054680e+03
1.941765659673551636e-01,7.258627135935494801e-01,5.435133480928311656e+02,8.880736121378803318e+02
1.923158519328494465e-01,7.275945021186984718e-01,1.871894790229938280e+03,2.541448337206685665e+03
1.919849093339674184e-01,7.264563584624322834e-01,2.108511630936791789e+03,1.454709465895600033e+03
1.926741691968628101e-01,7.274670381331980185e-01,1.616385207348385165e+03,2.419670989519626346e+03
1.918562657514058800e-01,7.260161815463958002e-01,2.200616618495390412e+03,1.034427678416646359e+03
1.936516448993229611e-01,7.257896584829940378e-01,9.183834608865406608e+02,8.180431867100282943e+02
1.927664898518012537e-01,7.278264723133669456e-01,1.550525993420432087e+03,2.762900394254784715e+03
1.923486059344293730e-01,7.271710054514167743e-01,1.848668589631846089e+03,2.137030971039024735e+03
1.908428635025802567e-01,7.270844659909870833e-01,2.922956384177290147e+03,2.055278495008470145e+03
1.934862324200078698e-01,7.259493804378438497e-01,1.036597339589535522e+03,9.705089893489565611e+02
1.918331718101045358e-01,7.253272425422212510e-01,2.217547305854135629e+03,3.765502787903439526e+02
1.920204418533272839e-01,7.264639514157245070e-01,2.083143131266677756e+03,1.461946134007450155e+03
1.924731828894690189e-01,7.263685780242794543e-01,1.759982317191212815e+03,1.370744556406983975e+03
1.909454373151400208e-01,7.279005302737834304e-01,2.848796445646973098e+03,2.834468285423907219e+03
1.921343736470942642e-01,7.271950197943872762e-01,2.001488514588934095e+03,2.160023509163381732e+03
1.930597421114762513e-01,7.270468082128550558e-01,1.341335469921686581e+03,2.018386483224413951e+03
1.943142324859348513e-01,7.261447514395796832e-01,4.454536929544894406e+02,1.157491695127681623e+03
1.947780026847338308e-01,7.273071022513224460e-01,1.157344923011275313e+02,2.267830194855907848e+03
1.924476184822493940e-01,7.277922966849820208e-01,1.777880685453317710e+03,2.730299875417232215e+03
1.927329662417112677e-01,7.260237093527762697e-01,1.574546749942709766e+03,1.041390612426337384e+03
1.920038305527592970e-01,7.264624286774691297e-01,2.095001681820733666e+03,1.460498526883513478e+03
1.920909410868383571e-01,7.250220140287815251e-01,2.033500947934831174e+03,8.497127962643757826e+01
1.940007926086870227e-01,7.259067952774699295e-01,6.690863167864932848e+02,9.300642299670385000e+02
1.934207279684897474e-01,7.273224175009416204e-01,1.083886241283113804e+03,2.281642845934573870e+03
1.915631435166351149e-01,7.261554417810768269e-01,2.409828580653944300e+03,1.167568043028274360e+03
1.921501089791943229e-01,7.252176136692450870e-01,1.991125387633960372e+03,2.717352840949621964e+02
1.918409846347488290e-01,7.250679146089982208e-01,2.212128496700304368e+03,1.289064046188830162e+02
1.944568614428725528e-01,7.260030840578105549e-01,3.434655282006371522e+02,1.022314068519764419e+03
1.912079107608371520e-01,7.275183744886147830e-01,2.662067455157049153e+03,2.469316905853707340e+03
1.936805174592494128e-01,7.250678484075802066e-01,8.973747870528776502e+02,1.287763923215513557e+02
1.935823497517227543e-01,7.251650077341270650e-01,9.675832855126991490e+02,2.215198711736980783e+02
1.925148185454070293e-01,7.249947150483017078e-01,1.730539853908531995e+03,5.879525306125810147e+01
1.947121998060190318e-01,7.270219164162029513e-01,1.623326551445648533e+02,1.995438295499980768e+03
1.947847868769514157e-01,7.254202323504613803e-01,1.085644660309931169e+02,4.660089293060525506e+02
