nan,nan,1.137839627329968152e+03,9.653744850124381855e+02
1.875882764086967081e+00,-9.083714165964715814e-01,9.947109480248125237e+02,3.485220525236916842e+02
4.901283732878023436e+00,8.993726892833613373e-01,4.452702948840930617e+02,8.588721168027459498e+02
nan,nan,4.448032640360017922e+02,1.055284525327787378e+03
nan,nan,8.689447877673135281e+02,1.016672389154037432e+03
nan,nan,1.137193076698756386e+03,8.519932520890507988e+01
nan,nan,5.781452573487935069e+02,4.844941369663313679e+01
6.171971386700735529e+00,1.437334682903055327e+00,5.211375535980384655e+01,8.015009545685682042e+02
1.431859182096069771e+00,-1.101674941827306631e+00,4.599182834983711246e+02,3.098446122663845586e+02
1.965930811780655318e+00,-1.239951721190742262e+00,7.172164850775977811e+02,3.481081480263982826e+02
nan,nan,1.115785241306346961e+03,1.825189167122593119e+02
5.781159550632159139e+00,-6.285202315859860223e-01,4.289364988617283529e+02,5.322541043301018817e+02
1.119715492357771458e+00,5.353839111842291221e-01,6.350077328974617075e+01,6.115059899450774310e+02
nan,nan,1.131050443947914097e+01,8.574932401254606873e+01
1.437715660401983842e+00,3.166095184260979134e-01,1.302725111705256289e+01,5.640035777892353508e+02
nan,nan,2.714528359690145862e+02,9.896232546369535612e+02
1.818789504137233504e+00,8.125894578316121830e-01,1.157323103425496129e+03,6.617098771086865554e+02
nan,nan,3.898737497712235722e+02,1.878855457257028831e+02
nan,nan,3.497462856470446013e+02,1.198736697916011508e+03
nan,nan,1.166536206156686148e+03,1.089893794779565752e+02
nan,nan,7.774162426727903608e+01,1.134575502724196440e+03
1.105648093228226880e+00,8.001302739961767552e-01,5.574146126543810453e+01,6.615391158866120804e+02
nan,nan,1.080254719643220596e+03,1.134426522972818248e+03
1.113782892309135741e+00,-1.337467321116281971e+00,5.422939398212090509e+02,3.579122643878216081e+02
8.907960244403622108e-01,-5.697742051788455830e-01,1.839850351921320168e+02,4.213978912711436351e+02
nan,nan,1.189926164363492944e+03,1.267693966645418300e+02
4.567281929070604818e+00,-7.108112636544587914e-01,6.121981046273034508e+02,5.606880460587565267e+02
nan,nan,8.925020591355843180e+02,2.840444973399043533e+02
nan,nan,3.077513359223595444e+02,4.020691288183706291e+01
1.385776473445425649e+00,-1.088108295356026378e+00,3.837874843667751179e+02,3.119683745607055698e+02
1.817136174507258284e+00,-1.179647030736380442e+00,7.386077112641014537e+02,3.335257806581833506e+02
5.293460215006893677e+00,-9.731471234964106376e-01,5.232445119427640066e+02,4.989597130393425459e+02
5.844823643735459484e+00,1.022502998697304877e+00,2.101646225853987744e+02,7.901612385596205286e+02
nan,nan,7.053872176851339191e+02,1.900536317666541208e+02
nan,nan,8.974425841079553265e+02,1.100291551792842711e+03
nan,nan,3.732763528148668115e+02,9.193373979043060444e+02
nan,nan,9.272936683939217346e+02,2.504203520153689908e+02
nan,nan,6.890432921829839188e+02,1.180874939935520160e+03
1.744052691044948533e+00,-1.031446142621115669e+00,9.325632972091590318e+02,3.233125551330862208e+02
nan,nan,3.092738694490370222e+02,2.825935873553262354e+02
8.918407573585577230e-01,-8.905528747168741655e-01,2.627235337302087146e+02,3.725181477522606883e+02
nan,nan,4.834311416177749834e+02,1.123068136286542767e+03
nan,nan,4.825409538015008479e+02,9.599782220313207972e+02
nan,nan,5.329599940790117216e+02,1.156103786553765076e+03
3.887199601072143462e+00,-3.271390240552583539e-01,7.364069822544740873e+02,6.097398451435063862e+02
2.073411417206231011e+00,-1.121455155672671067e+00,8.116877190992114492e+02,3.502206978460491200e+02
nan,nan,1.185317600902061940e+03,7.268430702434756085e+01
nan,nan,4.055347377820348242e+01,1.075834940194674800e+03
